"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_001127600",100.526089735463,0.800473741187236,0.227000285876114,3.52495911131103,0.000423548162331111,0.001785000575552
"NM_001127604",250.722637913533,0.780370493542596,0.205865849857244,3.79016739977627,0.000150545792599061,0.000710796419618221
"NM_001127635",154.778726202186,0.672993189277948,0.280825611659977,2.39474735005382,0.0166318211588093,0.042554740882332
"NM_001127638",234.709131768286,-0.60130108372619,0.180418046470006,-3.33163145693876,0.000863385118584383,0.00334156241885639
"NM_001127642",711.16075498695,0.588544473319136,0.16520706134152,3.56252434165842,0.000367305838834771,0.00157650138278722
"NM_001127659",2740.11797325032,0.325448999240838,0.12086559606087,2.69263374128986,0.0070890097102257,0.0209406124486093
"NM_001127684",5438.52714430564,-0.281774599231699,0.120108599824296,-2.34599493992534,0.0189763650922347,0.0476767821841253
"NM_001127712",876.422116923272,-2.4290245258497,0.200492873799888,-12.0994869230112,1.06273306208857e-33,9.48754941179573e-32
"NM_001128079",4528.60764126903,-0.498328373254366,0.111270988516261,-4.47845862605184,7.51839383124281e-06,4.69812295833086e-05
"NM_001128083",840.105766891009,-0.378390064327842,0.154437718855945,-2.44990407462689,0.0142894277290305,0.0375847383405606
"NM_001128138",861.216370417612,-1.11671770850676,0.204015164292256,-5.47282023130559,4.42929373113443e-08,4.13696806814675e-07
"NM_001128192",1199.17099563639,0.520285334260341,0.14156319506401,3.67517078354035,0.000237690362122436,0.00107035596864971
"NM_001128194",194.844577292363,1.17526145389763,0.355010322259162,3.30739997758404,0.000941663331830264,0.00361190092155303
"NM_001128196",794.575600080746,-0.438953758523291,0.154338722982663,-2.84386338993875,0.00445701529231904,0.0141349925478431
"NM_001128311",3657.70713772711,-1.63989296695427,0.153318395076267,-10.6947869782831,1.07666770431715e-26,6.03892205044482e-25
"NM_001128494",665.242048677886,-1.45041889964971,0.282060661258511,-5.1410509478181,2.7320595131633e-07,2.21061582813583e-06
"NM_001129879",309.470985690582,0.481764522058209,0.194191432378826,2.48036560588231,0.0131247730353099,0.0350550220711232
"NM_001129880",424.148921315239,-0.771144415990298,0.189624560805177,-4.06576408902231,4.78753461993724e-05,0.000254282887374257
"NM_001129882",231.954037983407,0.559466259227135,0.213947210023985,2.61533277524264,0.008914055935859,0.0253776989744506
"NM_001129997",152.447573118666,-0.618087863957313,0.218159155667298,-2.83207150350506,0.00462475054927983,0.0145935059306141
"NM_001130013",786.666255861057,-0.456494529143176,0.190837478048972,-2.39222689634851,0.0167464860403545,0.042827668882864
"NM_001130097",3695.20008886432,0.485142195266434,0.195798080008601,2.4777358294912,0.0132218998991719,0.0352529152861694
"NM_001130490",22834.7981374849,-1.21110349797898,0.135626986861162,-8.92959750382066,4.27561528294842e-19,1.33931773468498e-17
"NM_001130504",160.406444005726,-0.553909108684131,0.229305207581575,-2.41422302127821,0.0157688070448908,0.0407370764299734
"NM_001130505",2478.60845924014,-0.38197601181242,0.143002389448969,-2.67113192712623,0.00755959289949816,0.0221212561410335
"NM_001130536",318.194783026608,0.614540152105061,0.160796832516439,3.82168215741959,0.000132544454328289,0.000635039686591663
"NM_001130540",1029.94273168611,0.544469760598899,0.196175254193568,2.77537443426232,0.00551381863534417,0.016913781446219
"NM_001130541",1455.89971429649,-1.91767486456198,0.181901183808739,-10.5381702299659,5.76088309414263e-26,3.13280916688071e-24
"NM_001130542",604.768972454087,1.88354308792343,0.266970557453742,7.05094853916813,1.77702212076746e-12,2.97456843434091e-11
"NM_001130546",185.82797709049,-0.590788431660594,0.2389740992353,-2.4718530976113,0.0134414737786636,0.0357139158211368
"NM_001130548",1685.40915469557,-1.70946009177933,0.240100938358423,-7.11808257644139,1.0943880182622e-12,1.86690745854186e-11
"NM_001130553",703.553534938387,-0.830262037590887,0.147219241282367,-5.63855701461992,1.71481044935667e-08,1.69159892669963e-07
"NM_001130556",10481.6616802315,-1.29767852211974,0.125745981422061,-10.3196017253696,5.74610132844954e-25,2.83677343463963e-23
"NM_001130557",4005.77399381899,-0.632773538519667,0.12643990083507,-5.00448304117173,5.60121425942656e-07,4.31076209491643e-06
"NM_001130558",2087.84081505493,-7.23040240968816,0.324399815532924,-20.2381164342781,4.52120764512656e-91,3.45969267873149e-88
"NM_001130559",388.775069303588,0.718560336799863,0.159817854809241,4.49544637430567,6.94241536596217e-06,4.35956012986827e-05
"NM_001130560",2518.79422226649,-0.612797852167866,0.150708091523429,-4.06596913940928,4.78332657170542e-05,0.000254185404576786
"NM_001130563",4794.68127133318,0.774566049771233,0.181342655989303,4.27132384877043,1.94315983166823e-05,0.000112768533459706
"NM_001130565",886.110457181801,0.885618226007313,0.141725118648828,6.24818222926135,4.15257030083701e-10,5.10166119642968e-09
"NM_001130566",535.051331246919,-0.400784872895689,0.155269372301705,-2.58111156411568,0.00984827498843965,0.0275253247981096
"NM_001130574",1507.26209637476,0.789992020080993,0.135633050639418,5.82443448257374,5.73063132790856e-09,6.03660308907418e-08
"NM_001130577",213.255571318778,-0.694707273224503,0.251909035541364,-2.75600828414288,0.00585115150356287,0.0177825208674238
"NM_001130582",303.076428366234,0.48539826617826,0.174025636222423,2.78973403521005,0.005275135567918,0.016300123259044
"NM_001130583",103.582088608004,-0.742513772602584,0.263772596476769,-2.81262245258597,0.00491393095897602,0.015383676903422
"NM_001130680",50.8518168160794,2.18735904843876,0.346074944743521,6.25759865525634,3.90950345313513e-10,4.82517401998118e-09
"NM_001130695",2003.11919716416,0.361375620847141,0.125906978698789,2.87014208419386,0.00410287392085471,0.0131402356693921
"NM_001130939",426.878774729651,0.382144228908661,0.147192440453479,2.5962192732996,0.00942558924713608,0.0265797150841192
"NM_001131013",976.282782716022,-0.657395249834385,0.238723616844704,-2.75349107209226,0.00589633783915667,0.0179096873464376
"NM_001134410",137.195181186645,-1.07140011254995,0.227204863175834,-4.70850993202852,2.49534209159495e-06,1.70328135393998e-05
"NM_001134416",553.230386263161,0.394640553238804,0.140830094877743,2.80220778889451,0.00507541720575779,0.0157969042781183
"NM_001134425",963.156524136523,3.49224536444234,0.25326678742885,13.755991487648,4.68809202858942e-43,6.97549026420534e-41
"NM_001134454",49.0605497965872,-1.28208700816572,0.362799356396198,-3.51379816945774,0.000441748321935619,0.00185005855078041
"NM_001134472",1743.03321108306,-2.02519952117628,0.195608873614899,-10.3498376712696,4.19195949212148e-25,2.10837849948814e-23
"NM_001134481",289.763362565277,-0.731747292667951,0.24184341625011,-3.02460649975836,0.00248956803394095,0.00851284466888268
"NM_001134499",1282.05704343797,0.388882942943078,0.140447486550348,2.76890509946131,0.00562450154354845,0.0172010519657535
